[front_panel]
mode=T2 - R2
output=5 dB
gain=10 dB
probe1=2 MHz
probe2=no probe

[measure]
selection=1
samplerate=1
begin=0
end=100
sound speed=2730
units=0

[ascan]
fft filter=0
fft middle=2
fft width=2
fft gate=5
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Frequency [MHz]	FFT	
1,096E+01	1,716E-01	
1,096E+01	2,620E-01	
1,097E+01	2,461E-01	
1,097E+01	2,955E-01	
1,098E+01	3,788E-01	
1,099E+01	3,843E-01	
1,099E+01	3,052E-01	
1,100E+01	3,046E-01	
1,100E+01	3,162E-01	
1,101E+01	4,496E-01	
1,102E+01	3,656E-01	
1,102E+01	2,192E-01	
1,103E+01	3,405E-01	
1,104E+01	3,251E-01	
1,104E+01	3,270E-01	
1,105E+01	2,726E-01	
1,105E+01	3,394E-01	
1,106E+01	5,030E-01	
1,107E+01	2,759E-01	
1,107E+01	2,198E-01	
1,108E+01	5,323E-01	
1,108E+01	3,715E-02	
1,109E+01	4,887E-01	
1,110E+01	3,920E-01	
1,110E+01	4,150E-01	
1,111E+01	2,108E-01	
1,111E+01	3,373E-01	
1,112E+01	2,929E-01	
1,113E+01	2,067E-01	
1,113E+01	4,043E-01	
1,114E+01	2,454E-01	
1,115E+01	2,290E-01	
1,115E+01	1,605E-01	
1,116E+01	4,410E-01	
1,116E+01	2,336E-01	
1,117E+01	3,257E-01	
1,118E+01	6,698E-02	
1,118E+01	6,269E-01	
1,119E+01	4,129E-01	
1,119E+01	1,224E-01	
1,120E+01	1,938E-01	
1,121E+01	1,694E-01	
1,121E+01	3,763E-01	
1,122E+01	5,202E-01	
1,122E+01	3,120E-01	
1,123E+01	6,418E-02	
1,124E+01	3,146E-01	
1,124E+01	4,459E-01	
1,125E+01	4,024E-01	
1,125E+01	2,584E-01	
1,126E+01	2,767E-01	
1,127E+01	6,552E-02	
1,127E+01	1,677E-01	
1,128E+01	2,446E-01	
1,129E+01	2,677E-01	
1,129E+01	2,234E-01	
1,130E+01	1,214E-01	
1,130E+01	1,961E-01	
1,131E+01	3,693E-01	
1,132E+01	3,471E-01	
1,132E+01	2,332E-01	
1,133E+01	1,861E-01	
1,133E+01	2,978E-01	
1,134E+01	2,118E-01	
1,135E+01	2,941E-01	
1,135E+01	2,141E-01	
1,136E+01	1,726E-01	
1,136E+01	9,889E-02	
1,137E+01	2,089E-01	
1,138E+01	1,696E-01	
1,138E+01	2,984E-01	
1,139E+01	4,347E-01	
1,140E+01	2,635E-01	
1,140E+01	3,584E-01	
1,141E+01	3,412E-01	
1,141E+01	1,976E-01	
1,142E+01	2,752E-01	
1,143E+01	2,127E-01	
1,143E+01	2,858E-01	
1,144E+01	2,375E-01	
1,144E+01	6,763E-02	
1,145E+01	2,288E-01	
1,146E+01	1,587E-01	
1,146E+01	2,994E-01	
1,147E+01	1,535E-01	
1,147E+01	1,880E-01	
1,148E+01	2,453E-01	
1,149E+01	1,201E-01	
1,149E+01	3,441E-01	
1,150E+01	2,281E-01	
1,151E+01	1,306E-01	
1,151E+01	2,773E-01	
1,152E+01	1,701E-01	
1,152E+01	1,708E-01	
1,153E+01	7,644E-02	
1,154E+01	3,778E-01	
1,154E+01	2,534E-01	
1,155E+01	1,004E-01	
1,155E+01	3,315E-01	
1,156E+01	2,997E-01	
1,157E+01	3,273E-02	
1,157E+01	1,830E-01	
1,158E+01	2,375E-01	
1,158E+01	2,401E-01	
1,159E+01	1,613E-01	
1,160E+01	2,173E-01	
1,160E+01	1,345E-01	
1,161E+01	7,213E-02	
1,161E+01	2,385E-01	
1,162E+01	1,790E-01	
1,163E+01	2,301E-01	
1,163E+01	1,576E-01	
1,164E+01	2,203E-01	
1,165E+01	2,709E-01	
1,165E+01	1,984E-01	
1,166E+01	1,356E-01	
1,166E+01	1,734E-01	
1,167E+01	2,568E-01	
1,168E+01	9,500E-02	
1,168E+01	2,939E-01	
1,169E+01	3,767E-01	
1,169E+01	2,081E-02	
1,170E+01	1,792E-01	
1,171E+01	1,190E-01	
1,171E+01	4,450E-02	
1,172E+01	1,620E-01	
1,172E+01	9,798E-02	
1,173E+01	3,802E-01	
1,174E+01	2,572E-01	
1,174E+01	1,442E-01	
1,175E+01	1,320E-01	
1,176E+01	4,764E-02	
1,176E+01	1,703E-01	
1,177E+01	3,328E-01	
1,177E+01	2,521E-01	
1,178E+01	1,479E-01	
1,179E+01	1,829E-01	
1,179E+01	3,317E-01	
1,180E+01	1,986E-01	
1,180E+01	1,119E-01	
1,181E+01	1,199E-02	
1,182E+01	2,562E-01	
1,182E+01	1,800E-01	
1,183E+01	5,151E-02	
1,183E+01	1,944E-01	
1,184E+01	1,462E-01	
1,185E+01	2,151E-01	
1,185E+01	1,816E-01	
1,186E+01	8,435E-02	
1,187E+01	1,820E-01	
1,187E+01	1,720E-01	
1,188E+01	1,272E-01	
1,188E+01	1,872E-01	
1,189E+01	1,057E-01	
1,190E+01	9,744E-02	
1,190E+01	1,150E-01	
1,191E+01	1,308E-01	
1,191E+01	2,960E-01	
1,192E+01	2,361E-01	
1,193E+01	2,636E-02	
1,193E+01	1,923E-02	
1,194E+01	8,119E-02	
1,194E+01	1,075E-01	
1,195E+01	9,676E-02	
1,196E+01	1,768E-01	
1,196E+01	1,116E-01	
1,197E+01	2,774E-01	
1,198E+01	2,041E-01	
1,198E+01	1,051E-01	
1,199E+01	8,955E-02	
1,199E+01	8,441E-02	
1,200E+01	1,301E-01	
1,201E+01	6,763E-02	
1,201E+01	1,446E-01	
1,202E+01	1,850E-01	
1,202E+01	6,322E-02	
1,203E+01	7,874E-02	
1,204E+01	2,444E-01	
1,204E+01	2,255E-01	
1,205E+01	4,834E-02	
1,205E+01	4,375E-02	
1,206E+01	9,944E-02	
1,207E+01	1,562E-01	
1,207E+01	1,314E-01	
1,208E+01	1,250E-01	
1,208E+01	2,209E-01	
1,209E+01	2,966E-01	
1,210E+01	1,130E-01	
1,210E+01	3,896E-02	
1,211E+01	1,560E-01	
1,212E+01	3,075E-02	
1,212E+01	1,790E-01	
1,213E+01	1,096E-01	
1,213E+01	1,387E-01	
1,214E+01	1,581E-01	
1,215E+01	1,771E-01	
1,215E+01	3,387E-01	
1,216E+01	2,350E-01	
1,216E+01	7,523E-02	
1,217E+01	3,061E-01	
1,218E+01	2,453E-01	
1,218E+01	1,123E-01	
1,219E+01	5,809E-02	
1,219E+01	1,870E-01	
1,220E+01	1,735E-01	
1,221E+01	1,489E-01	
1,221E+01	1,697E-01	
1,222E+01	1,462E-01	
1,223E+01	2,681E-01	
1,223E+01	1,983E-01	
1,224E+01	9,432E-02	
1,224E+01	1,962E-01	
1,225E+01	1,678E-01	
1,226E+01	2,175E-01	
1,226E+01	3,701E-01	
1,227E+01	7,255E-02	
1,227E+01	2,134E-01	
1,228E+01	1,104E-01	
1,229E+01	1,828E-01	
1,229E+01	7,295E-02	
1,230E+01	9,581E-02	
1,230E+01	9,346E-02	
1,231E+01	1,873E-01	
1,232E+01	5,106E-02	
1,232E+01	2,184E-01	
1,233E+01	1,652E-01	
1,234E+01	6,519E-02	
1,234E+01	6,649E-02	
1,235E+01	4,171E-02	
1,235E+01	1,040E-01	
1,236E+01	1,122E-01	
1,237E+01	3,388E-02	
1,237E+01	2,965E-02	
1,238E+01	7,218E-02	
1,238E+01	1,568E-01	
1,239E+01	1,221E-01	
1,240E+01	5,059E-02	
1,240E+01	8,872E-02	
1,241E+01	7,181E-02	
1,241E+01	6,254E-02	
1,242E+01	6,470E-02	
1,243E+01	1,369E-01	
1,243E+01	8,618E-02	
1,244E+01	3,213E-01	
1,245E+01	2,493E-01	
1,245E+01	7,126E-02	
1,246E+01	3,986E-02	
1,246E+01	1,351E-01	
1,247E+01	1,853E-01	
1,248E+01	2,775E-01	
1,248E+01	2,491E-01	
1,249E+01	5,777E-02	
1,249E+01	1,564E-01	
1,250E+01	6,457E-02	
1,251E+01	2,022E-01	
1,251E+01	1,267E-01	
1,252E+01	1,412E-01	
1,252E+01	2,826E-01	
1,253E+01	2,285E-01	
1,254E+01	2,657E-02	
1,254E+01	6,507E-02	
1,255E+01	1,148E-01	
1,255E+01	7,980E-02	
1,256E+01	6,688E-02	
1,257E+01	2,065E-01	
1,257E+01	1,572E-01	
1,258E+01	8,313E-02	
1,259E+01	9,505E-02	
1,259E+01	1,769E-01	
1,260E+01	1,926E-01	
1,260E+01	2,174E-01	
1,261E+01	1,025E-01	
1,262E+01	1,675E-01	
1,262E+01	1,334E-01	
1,263E+01	2,383E-01	
1,263E+01	1,799E-01	
1,264E+01	1,666E-01	
1,265E+01	1,606E-01	
1,265E+01	1,170E-01	
1,266E+01	1,724E-01	
1,266E+01	2,921E-01	
1,267E+01	1,580E-01	
1,268E+01	8,582E-02	
1,268E+01	2,201E-01	
1,269E+01	1,081E-01	
1,270E+01	2,346E-01	
1,270E+01	1,957E-01	
1,271E+01	7,897E-02	
1,271E+01	6,729E-02	
1,272E+01	1,050E-01	
1,273E+01	1,087E-01	
1,273E+01	6,011E-02	
1,274E+01	1,424E-01	
1,274E+01	8,505E-02	
1,275E+01	8,167E-02	
1,276E+01	4,623E-02	
1,276E+01	4,228E-02	
1,277E+01	9,611E-02	
1,277E+01	6,473E-02	
1,278E+01	5,019E-02	
1,279E+01	2,126E-01	
1,279E+01	7,992E-02	
1,280E+01	2,656E-01	
1,281E+01	1,024E-01	
1,281E+01	1,688E-01	
1,282E+01	8,148E-02	
1,282E+01	1,123E-01	
1,283E+01	1,471E-02	
1,284E+01	3,297E-02	
1,284E+01	1,670E-01	
1,285E+01	1,567E-01	
1,285E+01	9,953E-02	
1,286E+01	2,314E-01	
1,287E+01	3,687E-02	
1,287E+01	1,400E-01	
1,288E+01	2,873E-01	
1,288E+01	3,355E-01	
1,289E+01	9,811E-02	
1,290E+01	3,007E-01	
1,290E+01	1,074E-01	
1,291E+01	3,849E-02	
1,292E+01	1,203E-01	
1,292E+01	1,932E-01	
1,293E+01	1,147E-02	
1,293E+01	2,178E-01	
1,294E+01	7,669E-02	
1,295E+01	8,019E-02	
1,295E+01	2,102E-01	
1,296E+01	2,949E-01	
1,296E+01	3,433E-02	
1,297E+01	1,400E-01	
1,298E+01	5,362E-02	
1,298E+01	6,956E-02	
1,299E+01	5,633E-02	
1,299E+01	5,383E-02	
1,300E+01	4,780E-02	
1,301E+01	1,746E-01	
1,301E+01	1,525E-01	
1,302E+01	1,028E-01	
1,302E+01	4,786E-02	
1,303E+01	1,932E-01	
1,304E+01	8,750E-02	
1,304E+01	1,881E-01	
1,305E+01	2,343E-01	
1,306E+01	2,877E-01	
1,306E+01	2,089E-02	
1,307E+01	4,203E-02	
1,307E+01	1,433E-01	
1,308E+01	8,307E-02	
1,309E+01	1,174E-01	
1,309E+01	1,881E-01	
1,310E+01	3,177E-02	
1,310E+01	2,318E-01	
1,311E+01	7,845E-02	
1,312E+01	4,490E-01	
1,312E+01	1,789E-01	
1,313E+01	2,011E-01	
1,313E+01	2,050E-02	
1,314E+01	6,442E-02	
1,315E+01	2,812E-01	
1,315E+01	2,311E-01	
1,316E+01	9,036E-02	
1,317E+01	8,943E-02	
1,317E+01	2,836E-01	
1,318E+01	7,457E-02	
1,318E+01	1,072E-01	
1,319E+01	7,254E-02	
1,320E+01	2,104E-02	
1,320E+01	8,054E-02	
1,321E+01	2,019E-01	
1,321E+01	1,454E-01	
1,322E+01	1,856E-01	
1,323E+01	1,494E-01	
1,323E+01	2,630E-01	
1,324E+01	1,299E-01	
1,324E+01	2,996E-01	
1,325E+01	1,607E-01	
1,326E+01	3,676E-01	
1,326E+01	1,900E-01	
1,327E+01	2,670E-01	
1,328E+01	3,328E-01	
1,328E+01	4,862E-02	
1,329E+01	1,588E-01	
1,329E+01	1,709E-01	
1,330E+01	1,488E-01	
1,331E+01	1,451E-02	
1,331E+01	1,041E-01	
1,332E+01	6,476E-02	
1,332E+01	2,234E-01	
1,333E+01	1,916E-01	
1,334E+01	2,883E-01	
1,334E+01	1,284E-01	
1,335E+01	7,696E-02	
1,335E+01	1,221E-01	
1,336E+01	1,732E-01	
1,337E+01	1,517E-01	
1,337E+01	1,788E-01	
1,338E+01	1,253E-01	
1,339E+01	1,038E-01	
1,339E+01	5,575E-02	
1,340E+01	1,811E-01	
1,340E+01	1,511E-01	
1,341E+01	2,920E-01	
1,342E+01	1,283E-01	
1,342E+01	2,377E-02	
1,343E+01	1,163E-01	
1,343E+01	1,109E-01	
1,344E+01	2,253E-01	
1,345E+01	2,628E-01	
1,345E+01	2,590E-01	
1,346E+01	3,248E-01	
1,346E+01	5,567E-02	
1,347E+01	7,920E-02	
1,348E+01	9,929E-02	
1,348E+01	5,238E-02	
1,349E+01	9,238E-02	
1,349E+01	1,421E-01	
1,350E+01	1,732E-01	
1,351E+01	8,267E-02	
1,351E+01	7,854E-02	
1,352E+01	4,292E-02	
1,353E+01	1,271E-01	
1,353E+01	1,066E-01	
1,354E+01	1,740E-01	
1,354E+01	2,526E-01	
1,355E+01	1,176E-01	
1,356E+01	1,105E-01	
1,356E+01	5,090E-02	
1,357E+01	2,563E-01	
1,357E+01	2,249E-01	
1,358E+01	2,209E-02	
1,359E+01	6,844E-02	
1,359E+01	1,230E-01	
1,360E+01	8,637E-02	
1,360E+01	1,025E-01	
1,361E+01	2,384E-01	
1,362E+01	1,707E-01	
1,362E+01	1,753E-01	
1,363E+01	1,353E-01	
1,364E+01	1,411E-01	
1,364E+01	1,187E-01	
1,365E+01	2,181E-01	
1,365E+01	2,462E-01	
1,366E+01	2,165E-01	
1,367E+01	6,672E-02	
1,367E+01	2,245E-01	
1,368E+01	2,026E-01	
1,368E+01	2,481E-01	
1,369E+01	1,585E-01	
1,370E+01	1,066E-01	
1,370E+01	9,142E-02	
1,371E+01	7,638E-02	
1,371E+01	2,252E-01	
1,372E+01	2,012E-01	
1,373E+01	2,095E-01	
1,373E+01	1,506E-01	
1,374E+01	1,325E-01	
1,375E+01	1,855E-01	
1,375E+01	1,261E-01	
1,376E+01	2,638E-01	
1,376E+01	1,666E-01	
1,377E+01	1,270E-01	
1,378E+01	7,307E-02	
1,378E+01	1,340E-01	
1,379E+01	3,362E-01	
1,379E+01	2,055E-01	
1,380E+01	1,162E-01	
1,381E+01	1,566E-01	
1,381E+01	8,041E-02	
1,382E+01	2,196E-01	
1,382E+01	1,256E-01	
1,383E+01	3,168E-02	
1,384E+01	8,152E-02	
1,384E+01	1,118E-01	
1,385E+01	1,256E-01	
1,385E+01	7,383E-02	
1,386E+01	1,274E-01	
1,387E+01	8,054E-02	
1,387E+01	1,164E-01	
1,388E+01	2,798E-01	
1,389E+01	3,254E-01	
1,389E+01	1,755E-01	
1,390E+01	1,782E-01	
1,390E+01	1,866E-01	
1,391E+01	1,283E-01	
1,392E+01	2,009E-01	
1,392E+01	1,021E-01	
1,393E+01	1,379E-01	
1,393E+01	6,039E-02	
1,394E+01	2,339E-02	
1,395E+01	2,512E-01	
1,395E+01	2,525E-01	
1,396E+01	5,831E-02	
1,396E+01	2,842E-02	
1,397E+01	8,798E-02	
1,398E+01	1,119E-01	
1,398E+01	1,413E-01	
1,399E+01	1,611E-01	
1,400E+01	1,420E-01	
1,400E+01	1,652E-01	
1,401E+01	2,311E-01	
1,401E+01	2,222E-02	
1,402E+01	9,692E-02	
1,403E+01	1,508E-01	
1,403E+01	2,272E-01	
1,404E+01	6,536E-02	
1,404E+01	1,812E-01	
1,405E+01	1,358E-01	
1,406E+01	4,678E-02	
1,406E+01	8,286E-02	
1,407E+01	1,009E-01	
1,407E+01	1,973E-01	
1,408E+01	9,282E-02	
1,409E+01	2,683E-01	
1,409E+01	1,986E-01	
1,410E+01	2,487E-01	
1,411E+01	9,307E-02	
1,411E+01	1,478E-01	
1,412E+01	2,320E-01	
1,412E+01	2,299E-01	
1,413E+01	1,583E-01	
1,414E+01	1,392E-01	
1,414E+01	1,790E-01	
1,415E+01	2,808E-02	
1,415E+01	1,995E-01	
1,416E+01	3,323E-02	
1,417E+01	1,658E-02	
1,417E+01	2,009E-01	
1,418E+01	2,443E-01	
1,418E+01	1,441E-01	
1,419E+01	6,436E-02	
1,420E+01	1,329E-01	
1,420E+01	2,415E-01	
1,421E+01	1,745E-01	
1,422E+01	1,309E-01	
1,422E+01	4,337E-01	
1,423E+01	2,651E-01	
1,423E+01	1,350E-01	
1,424E+01	1,945E-01	
1,425E+01	1,752E-01	
1,425E+01	1,262E-01	
1,426E+01	1,174E-01	
1,426E+01	1,454E-01	
1,427E+01	1,318E-01	
1,428E+01	1,258E-01	
1,428E+01	9,866E-02	
1,429E+01	1,037E-01	
1,429E+01	1,740E-01	
1,430E+01	2,389E-01	
1,431E+01	2,586E-01	
1,431E+01	6,618E-02	
1,432E+01	7,763E-02	
1,432E+01	2,957E-01	
1,433E+01	1,456E-01	
1,434E+01	4,614E-02	
1,434E+01	2,584E-01	
1,435E+01	3,334E-01	
1,436E+01	1,690E-01	
1,436E+01	4,301E-02	
1,437E+01	1,317E-01	
1,437E+01	8,260E-02	
1,438E+01	7,798E-02	
1,439E+01	1,403E-01	
1,439E+01	7,957E-02	
1,440E+01	2,834E-01	
1,440E+01	1,157E-01	
1,441E+01	2,794E-01	
1,442E+01	1,635E-01	
1,442E+01	2,490E-02	
1,443E+01	2,195E-01	
1,443E+01	2,030E-01	
1,444E+01	8,930E-02	
1,445E+01	2,254E-01	
1,445E+01	1,094E-01	
1,446E+01	1,189E-01	
1,447E+01	3,095E-02	
1,447E+01	1,577E-01	
1,448E+01	2,521E-01	
1,448E+01	2,338E-01	
1,449E+01	1,549E-01	
1,450E+01	1,668E-01	
1,450E+01	1,771E-01	
1,451E+01	1,221E-01	
1,451E+01	2,534E-01	
1,452E+01	1,761E-01	
1,453E+01	8,808E-02	
1,453E+01	1,100E-01	
1,454E+01	4,983E-02	
1,454E+01	1,312E-01	
1,455E+01	1,162E-01	
1,456E+01	1,650E-01	
1,456E+01	1,793E-01	
1,457E+01	2,056E-01	
1,458E+01	1,964E-01	
1,458E+01	1,762E-01	
1,459E+01	9,225E-02	
1,459E+01	1,516E-01	
1,460E+01	5,778E-02	
1,461E+01	2,488E-01	
1,461E+01	1,315E-01	
1,462E+01	7,425E-02	
1,462E+01	1,457E-01	
1,463E+01	1,009E-01	
1,464E+01	1,980E-01	
1,464E+01	9,296E-02	
1,465E+01	1,458E-01	
1,465E+01	7,789E-02	
1,466E+01	1,526E-01	
1,467E+01	2,598E-01	
1,467E+01	1,034E-01	
1,468E+01	1,539E-01	
1,469E+01	2,409E-01	
1,469E+01	1,295E-01	
1,470E+01	1,201E-01	
1,470E+01	2,651E-01	
1,471E+01	7,091E-02	
1,472E+01	1,375E-01	
1,472E+01	2,591E-01	
1,473E+01	2,024E-01	
1,473E+01	1,182E-01	
1,474E+01	1,218E-01	
1,475E+01	1,932E-01	
1,475E+01	1,343E-01	
1,476E+01	2,317E-01	
1,476E+01	7,203E-02	
1,477E+01	1,851E-01	
1,478E+01	1,472E-01	
1,478E+01	1,684E-01	
1,479E+01	8,988E-02	
1,479E+01	2,733E-01	
1,480E+01	2,470E-01	
1,481E+01	2,095E-01	
1,481E+01	1,155E-01	
1,482E+01	9,543E-02	
1,483E+01	1,842E-01	
1,483E+01	7,117E-02	
1,484E+01	1,655E-01	
1,484E+01	7,491E-02	
1,485E+01	5,640E-02	
1,486E+01	2,695E-01	
1,486E+01	1,905E-01	
1,487E+01	3,065E-01	
1,487E+01	5,783E-02	
1,488E+01	1,310E-01	
1,489E+01	2,203E-01	
1,489E+01	1,319E-01	
1,490E+01	1,327E-01	
1,490E+01	1,411E-01	
1,491E+01	2,078E-01	
1,492E+01	1,199E-02	
1,492E+01	1,467E-01	
1,493E+01	1,853E-01	
1,494E+01	6,747E-02	
1,494E+01	2,063E-01	
1,495E+01	3,110E-01	
1,495E+01	1,327E-01	
1,496E+01	2,473E-01	
1,497E+01	7,597E-02	
1,497E+01	1,079E-01	
1,498E+01	1,685E-01	
1,498E+01	1,491E-01	
1,499E+01	5,706E-02	
1,500E+01	1,765E-01	
1,500E+01	1,679E-01	
1,501E+01	1,192E-01	
1,501E+01	6,399E-02	
1,502E+01	1,956E-01	
1,503E+01	2,074E-01	
1,503E+01	2,193E-01	
1,504E+01	1,635E-01	
1,505E+01	1,058E-01	
1,505E+01	1,319E-01	
1,506E+01	1,497E-01	
1,506E+01	1,023E-01	
1,507E+01	2,159E-01	
1,508E+01	1,354E-01	
1,508E+01	8,671E-03	
1,509E+01	1,916E-01	
1,509E+01	2,485E-02	
1,510E+01	2,076E-01	
1,511E+01	1,219E-01	
1,511E+01	1,058E-01	
1,512E+01	1,162E-01	
1,512E+01	2,676E-01	
1,513E+01	1,888E-01	
1,514E+01	1,381E-01	
1,514E+01	1,817E-02	
1,515E+01	2,063E-01	
1,516E+01	1,009E-01	
1,516E+01	6,343E-02	
1,517E+01	1,182E-01	
1,517E+01	1,210E-01	
1,518E+01	1,726E-01	
1,519E+01	8,663E-02	
1,519E+01	2,647E-01	
1,520E+01	7,592E-02	
1,520E+01	1,585E-01	
1,521E+01	1,056E-01	
1,522E+01	1,152E-01	
1,522E+01	1,815E-01	
1,523E+01	1,405E-01	
1,523E+01	1,562E-01	
1,524E+01	2,278E-01	
1,525E+01	4,413E-02	
1,525E+01	1,123E-01	
1,526E+01	1,065E-01	
1,526E+01	5,443E-02	
1,527E+01	5,773E-02	
1,528E+01	2,780E-01	
1,528E+01	2,910E-01	
1,529E+01	1,386E-01	
1,530E+01	2,956E-01	
1,530E+01	7,727E-02	
1,531E+01	1,477E-01	
1,531E+01	1,153E-01	
1,532E+01	2,061E-01	
1,533E+01	7,522E-03	
1,533E+01	1,942E-01	
1,534E+01	1,288E-01	
1,534E+01	1,167E-01	
1,535E+01	5,644E-02	
1,536E+01	1,924E-01	
1,536E+01	1,641E-01	
1,537E+01	2,492E-01	
1,537E+01	4,645E-02	
1,538E+01	1,259E-01	
1,539E+01	1,969E-01	
1,539E+01	1,310E-01	
1,540E+01	1,411E-01	
1,541E+01	9,292E-02	
1,541E+01	1,878E-01	
1,542E+01	5,118E-02	
1,542E+01	1,234E-01	
1,543E+01	9,103E-02	
1,544E+01	1,503E-01	
1,544E+01	1,610E-01	
1,545E+01	1,834E-01	
1,545E+01	2,196E-01	
1,546E+01	5,745E-02	
1,547E+01	2,150E-01	
1,547E+01	3,514E-02	
1,548E+01	1,758E-01	
1,548E+01	1,211E-01	
1,549E+01	2,296E-01	
1,550E+01	1,077E-01	
1,550E+01	3,338E-02	
1,551E+01	1,901E-01	
1,552E+01	1,409E-02	
1,552E+01	2,285E-01	
1,553E+01	6,262E-02	
1,553E+01	1,892E-01	
1,554E+01	2,515E-01	
1,555E+01	4,432E-02	
1,555E+01	1,646E-01	
1,556E+01	1,861E-01	
1,556E+01	6,509E-02	
1,557E+01	1,141E-01	
1,558E+01	1,183E-01	
1,558E+01	3,254E-02	
1,559E+01	8,200E-02	
1,559E+01	1,397E-01	
1,560E+01	2,147E-01	
1,561E+01	4,948E-02	
1,561E+01	1,001E-01	
1,562E+01	1,901E-01	
1,563E+01	7,230E-02	
1,563E+01	2,831E-01	
1,564E+01	1,586E-01	
1,564E+01	2,116E-02	
1,565E+01	1,302E-01	
1,566E+01	1,591E-01	
1,566E+01	4,830E-02	
1,567E+01	1,687E-01	
1,567E+01	5,716E-02	
1,568E+01	1,627E-01	
1,569E+01	3,125E-02	
1,569E+01	1,019E-01	
1,570E+01	1,364E-01	
1,570E+01	6,760E-02	
1,571E+01	2,654E-01	
1,572E+01	6,435E-02	
1,572E+01	1,381E-01	
1,573E+01	1,547E-01	
1,573E+01	2,304E-01	
1,574E+01	6,758E-02	
1,575E+01	1,289E-01	
1,575E+01	1,076E-01	
1,576E+01	2,154E-01	
1,577E+01	1,233E-01	
1,577E+01	1,702E-01	
1,578E+01	1,162E-01	
1,578E+01	1,589E-01	
1,579E+01	8,561E-03	
1,580E+01	9,589E-02	
1,580E+01	8,367E-02	
1,581E+01	8,349E-02	
1,581E+01	9,582E-02	
1,582E+01	1,742E-01	
1,583E+01	8,218E-02	
1,583E+01	1,420E-02	
1,584E+01	1,606E-01	
1,584E+01	2,021E-01	
1,585E+01	1,544E-01	
1,586E+01	8,459E-02	
1,586E+01	2,007E-01	
1,587E+01	7,947E-02	
1,588E+01	8,842E-02	
1,588E+01	2,072E-01	
1,589E+01	8,393E-02	
1,589E+01	2,040E-01	
1,590E+01	7,146E-02	
1,591E+01	1,775E-01	
1,591E+01	5,869E-02	
1,592E+01	3,971E-02	
1,592E+01	2,398E-01	
1,593E+01	1,652E-01	
1,594E+01	9,930E-02	
1,594E+01	1,045E-01	
1,595E+01	1,956E-01	
1,595E+01	6,180E-02	
1,596E+01	1,049E-01	
1,597E+01	1,001E-01	
1,597E+01	1,115E-01	
1,598E+01	1,630E-01	
1,599E+01	1,439E-01	
1,599E+01	1,214E-01	
1,600E+01	1,770E-01	
1,600E+01	2,002E-02	
1,601E+01	3,095E-01	
1,602E+01	7,547E-02	
1,602E+01	1,533E-01	
1,603E+01	7,201E-02	
1,603E+01	1,468E-01	
1,604E+01	1,079E-01	
1,605E+01	7,764E-02	
1,605E+01	2,137E-01	
1,606E+01	1,273E-01	
1,606E+01	7,638E-02	
1,607E+01	1,321E-01	
1,608E+01	1,460E-01	
1,608E+01	2,391E-01	
1,609E+01	1,091E-01	
1,609E+01	2,660E-01	
1,610E+01	1,142E-01	
1,611E+01	1,451E-01	
1,611E+01	1,569E-01	
1,612E+01	6,762E-02	
1,613E+01	9,071E-02	
1,613E+01	1,166E-01	
1,614E+01	1,334E-01	
1,614E+01	5,294E-02	
1,615E+01	1,599E-01	
1,616E+01	9,218E-02	
1,616E+01	7,886E-02	
1,617E+01	2,338E-01	
1,617E+01	2,044E-01	
1,618E+01	1,255E-01	
1,619E+01	7,564E-02	
1,619E+01	1,868E-01	
1,620E+01	1,930E-01	
1,620E+01	5,376E-02	
1,621E+01	2,316E-01	
1,622E+01	4,187E-02	
1,622E+01	1,800E-01	
1,623E+01	1,938E-01	
1,624E+01	1,525E-01	
1,624E+01	2,037E-01	
1,625E+01	2,014E-01	
1,625E+01	1,272E-01	
1,626E+01	1,761E-01	
1,627E+01	1,595E-01	
1,627E+01	6,153E-02	
1,628E+01	1,086E-01	
1,628E+01	1,197E-01	
1,629E+01	1,542E-01	
1,630E+01	1,327E-01	
1,630E+01	1,384E-01	
1,631E+01	1,337E-01	
1,631E+01	1,072E-01	
1,632E+01	1,943E-01	
1,633E+01	2,374E-01	
1,633E+01	3,872E-02	
1,634E+01	1,539E-01	
1,635E+01	2,801E-02	
1,635E+01	1,878E-01	
1,636E+01	9,880E-02	
1,636E+01	2,785E-01	
1,637E+01	1,395E-01	
1,638E+01	1,385E-01	
1,638E+01	1,909E-01	
1,639E+01	1,097E-01	
1,639E+01	1,815E-01	
1,640E+01	1,204E-01	
1,641E+01	1,671E-01	
1,641E+01	1,915E-01	
1,642E+01	5,341E-02	
1,642E+01	9,616E-02	
1,643E+01	1,254E-01	
1,644E+01	6,172E-02	
1,644E+01	1,200E-01	
1,645E+01	2,028E-01	
1,646E+01	2,169E-01	
1,646E+01	1,966E-01	
1,647E+01	1,852E-01	
1,647E+01	3,166E-01	
1,648E+01	1,029E-01	
1,649E+01	2,299E-01	
1,649E+01	2,158E-01	
1,650E+01	1,062E-01	
1,650E+01	1,102E-01	
1,651E+01	8,097E-02	
1,652E+01	1,952E-01	
1,652E+01	1,485E-01	
1,653E+01	8,516E-02	
1,653E+01	1,720E-01	
1,654E+01	1,676E-01	
1,655E+01	5,551E-02	
1,655E+01	2,129E-01	
1,656E+01	1,832E-01	
1,656E+01	1,711E-01	
1,657E+01	1,854E-01	
