[front_panel]
mode=T2 - R2
output=5 dB
gain=10 dB
probe1=2 MHz
probe2=no probe

[measure]
selection=1
samplerate=1
begin=0
end=100
sound speed=2730
units=0

[ascan]
fft filter=0
fft middle=2
fft width=2
fft gate=5
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Frequency [MHz]	FFT	
2,220E+01	5,245E-02	
2,220E+01	5,488E-02	
2,221E+01	6,228E-02	
2,222E+01	3,649E-02	
2,222E+01	6,592E-02	
2,223E+01	8,135E-02	
2,224E+01	6,370E-02	
2,224E+01	8,750E-02	
2,225E+01	1,258E-01	
2,225E+01	3,118E-02	
2,226E+01	3,542E-02	
2,227E+01	9,648E-02	
2,227E+01	6,147E-02	
2,228E+01	6,811E-02	
2,228E+01	2,107E-02	
2,229E+01	5,364E-02	
2,230E+01	9,148E-02	
2,230E+01	1,500E-02	
2,231E+01	9,041E-02	
2,231E+01	4,644E-02	
2,232E+01	7,223E-02	
2,233E+01	1,042E-01	
2,233E+01	5,751E-02	
2,234E+01	9,076E-02	
2,234E+01	2,432E-02	
2,235E+01	4,949E-02	
2,236E+01	7,674E-02	
2,236E+01	1,111E-01	
2,237E+01	1,544E-01	
2,238E+01	7,414E-02	
2,238E+01	4,581E-02	
2,239E+01	8,466E-02	
2,239E+01	6,014E-02	
2,240E+01	7,978E-02	
2,241E+01	4,588E-02	
2,241E+01	7,310E-03	
2,242E+01	7,435E-02	
2,242E+01	1,256E-01	
2,243E+01	1,328E-01	
2,244E+01	6,626E-02	
2,244E+01	5,926E-02	
2,245E+01	4,856E-02	
2,245E+01	2,024E-02	
2,246E+01	8,862E-02	
2,247E+01	2,820E-02	
2,247E+01	2,892E-02	
2,248E+01	6,037E-02	
2,249E+01	1,300E-01	
2,249E+01	9,758E-02	
2,250E+01	7,179E-02	
2,250E+01	4,919E-02	
2,251E+01	2,513E-02	
2,252E+01	4,783E-02	
2,252E+01	8,278E-02	
2,253E+01	2,960E-02	
2,253E+01	2,509E-02	
2,254E+01	5,408E-02	
2,255E+01	2,443E-02	
2,255E+01	3,499E-02	
2,256E+01	9,361E-02	
2,256E+01	6,573E-02	
2,257E+01	2,577E-02	
2,258E+01	7,684E-02	
2,258E+01	1,626E-02	
2,259E+01	6,195E-02	
2,260E+01	8,757E-02	
2,260E+01	1,320E-01	
2,261E+01	5,876E-02	
2,261E+01	5,966E-02	
2,262E+01	8,972E-02	
2,263E+01	4,768E-02	
2,263E+01	1,071E-02	
2,264E+01	9,446E-02	
2,264E+01	4,153E-02	
2,265E+01	5,955E-02	
2,266E+01	8,451E-02	
2,266E+01	1,090E-01	
2,267E+01	4,430E-02	
2,267E+01	6,956E-02	
2,268E+01	3,924E-02	
2,269E+01	6,728E-02	
2,269E+01	4,462E-03	
2,270E+01	1,306E-01	
2,271E+01	1,114E-01	
2,271E+01	4,046E-02	
2,272E+01	9,710E-02	
2,272E+01	1,821E-01	
2,273E+01	1,051E-01	
2,274E+01	2,975E-02	
2,274E+01	1,039E-01	
2,275E+01	1,773E-01	
2,275E+01	5,129E-02	
2,276E+01	1,013E-01	
2,277E+01	7,013E-02	
2,277E+01	1,311E-01	
2,278E+01	6,846E-02	
2,278E+01	1,360E-01	
2,279E+01	1,337E-01	
2,280E+01	9,474E-03	
2,280E+01	1,073E-01	
2,281E+01	8,957E-02	
2,281E+01	6,668E-02	
2,282E+01	6,440E-02	
2,283E+01	1,290E-01	
2,283E+01	7,105E-02	
2,284E+01	4,118E-02	
2,285E+01	6,950E-02	
2,285E+01	1,321E-01	
2,286E+01	8,672E-02	
2,286E+01	9,747E-03	
2,287E+01	9,056E-02	
2,288E+01	6,479E-02	
2,288E+01	5,518E-02	
2,289E+01	7,730E-02	
2,289E+01	1,063E-01	
2,290E+01	7,603E-02	
2,291E+01	1,012E-01	
2,291E+01	5,678E-02	
2,292E+01	1,032E-01	
2,292E+01	1,420E-02	
2,293E+01	1,077E-01	
2,294E+01	7,098E-02	
2,294E+01	2,851E-02	
2,295E+01	8,408E-02	
2,296E+01	1,060E-01	
2,296E+01	7,532E-02	
2,297E+01	4,551E-02	
2,297E+01	8,544E-02	
2,298E+01	1,226E-01	
2,299E+01	1,618E-02	
2,299E+01	8,292E-02	
2,300E+01	1,498E-01	
2,300E+01	1,410E-01	
2,301E+01	3,214E-02	
2,302E+01	7,940E-02	
2,302E+01	6,192E-02	
2,303E+01	5,055E-02	
2,303E+01	8,185E-02	
2,304E+01	4,303E-02	
2,305E+01	4,465E-02	
2,305E+01	4,484E-02	
2,306E+01	1,358E-01	
2,307E+01	4,963E-02	
2,307E+01	7,156E-02	
2,308E+01	3,403E-02	
2,308E+01	8,419E-02	
2,309E+01	1,119E-01	
2,310E+01	5,603E-02	
2,310E+01	1,146E-01	
2,311E+01	1,145E-01	
2,311E+01	8,936E-02	
2,312E+01	8,320E-02	
2,313E+01	9,304E-02	
2,313E+01	5,875E-02	
2,314E+01	6,660E-02	
2,314E+01	1,059E-01	
2,315E+01	1,776E-02	
2,316E+01	5,518E-02	
2,316E+01	1,809E-01	
2,317E+01	6,198E-02	
2,318E+01	5,711E-02	
2,318E+01	4,780E-02	
2,319E+01	9,869E-02	
2,319E+01	1,183E-01	
2,320E+01	2,726E-02	
2,321E+01	1,403E-01	
2,321E+01	4,900E-02	
2,322E+01	4,708E-02	
2,322E+01	1,714E-02	
2,323E+01	6,181E-02	
2,324E+01	7,689E-02	
2,324E+01	6,355E-02	
2,325E+01	4,822E-02	
2,325E+01	8,068E-02	
2,326E+01	3,398E-02	
2,327E+01	1,222E-01	
2,327E+01	9,170E-02	
2,328E+01	5,822E-02	
2,328E+01	2,161E-02	
2,329E+01	1,331E-01	
2,330E+01	1,207E-01	
2,330E+01	3,502E-02	
2,331E+01	5,842E-02	
2,332E+01	6,135E-03	
2,332E+01	3,371E-02	
2,333E+01	4,658E-02	
2,333E+01	3,687E-02	
2,334E+01	2,169E-02	
2,335E+01	2,445E-02	
2,335E+01	1,148E-01	
2,336E+01	7,047E-02	
2,336E+01	1,977E-02	
2,337E+01	5,031E-02	
2,338E+01	7,994E-02	
2,338E+01	4,076E-02	
2,339E+01	4,681E-02	
2,339E+01	9,594E-02	
2,340E+01	4,235E-02	
2,341E+01	3,788E-02	
2,341E+01	1,640E-02	
2,342E+01	1,578E-02	
2,343E+01	8,179E-03	
2,343E+01	7,659E-02	
2,344E+01	1,116E-01	
2,344E+01	2,789E-02	
2,345E+01	3,690E-02	
2,346E+01	2,782E-02	
2,346E+01	1,279E-02	
2,347E+01	7,207E-02	
2,347E+01	5,208E-02	
2,348E+01	4,545E-02	
2,349E+01	1,371E-02	
2,349E+01	1,034E-01	
2,350E+01	1,097E-01	
2,350E+01	4,757E-02	
2,351E+01	6,053E-02	
2,352E+01	1,030E-01	
2,352E+01	5,555E-02	
2,353E+01	1,532E-02	
2,354E+01	2,981E-02	
2,354E+01	6,810E-02	
2,355E+01	5,225E-02	
2,355E+01	4,918E-02	
2,356E+01	6,205E-02	
2,357E+01	2,482E-02	
2,357E+01	1,485E-02	
2,358E+01	2,002E-02	
2,358E+01	1,644E-02	
2,359E+01	7,183E-02	
2,360E+01	6,224E-02	
2,360E+01	3,276E-02	
2,361E+01	5,970E-02	
2,361E+01	5,311E-02	
2,362E+01	6,084E-02	
2,363E+01	5,937E-02	
2,363E+01	6,757E-02	
2,364E+01	8,029E-02	
2,365E+01	4,774E-02	
2,365E+01	5,600E-02	
2,366E+01	2,111E-02	
2,366E+01	4,691E-02	
2,367E+01	4,404E-02	
2,368E+01	1,759E-03	
2,368E+01	5,974E-02	
2,369E+01	6,249E-02	
2,369E+01	1,771E-02	
2,370E+01	3,818E-02	
2,371E+01	3,303E-02	
2,371E+01	5,866E-02	
2,372E+01	5,486E-02	
2,372E+01	6,643E-02	
2,373E+01	7,857E-02	
2,374E+01	6,523E-02	
2,374E+01	3,669E-02	
2,375E+01	9,809E-02	
2,375E+01	9,991E-02	
2,376E+01	1,480E-02	
2,377E+01	5,568E-02	
2,377E+01	4,148E-02	
2,378E+01	2,380E-02	
2,379E+01	9,017E-03	
2,379E+01	5,643E-02	
2,380E+01	8,203E-03	
2,380E+01	3,233E-02	
2,381E+01	8,064E-02	
2,382E+01	3,084E-02	
2,382E+01	6,067E-02	
2,383E+01	1,911E-02	
2,383E+01	5,213E-02	
2,384E+01	1,033E-02	
2,385E+01	7,955E-02	
2,385E+01	2,837E-02	
2,386E+01	4,905E-02	
2,386E+01	3,944E-02	
2,387E+01	8,894E-02	
2,388E+01	1,853E-02	
2,388E+01	3,780E-02	
2,389E+01	3,148E-02	
2,390E+01	4,547E-02	
2,390E+01	6,494E-02	
2,391E+01	4,412E-02	
2,391E+01	1,047E-01	
2,392E+01	1,075E-02	
2,393E+01	4,827E-02	
2,393E+01	3,904E-02	
2,394E+01	3,945E-02	
2,394E+01	3,645E-02	
2,395E+01	1,033E-02	
2,396E+01	4,833E-02	
2,396E+01	9,252E-02	
2,397E+01	2,342E-02	
2,397E+01	7,936E-02	
2,398E+01	6,992E-02	
2,399E+01	7,701E-02	
2,399E+01	5,713E-02	
2,400E+01	4,824E-02	
2,401E+01	2,359E-02	
2,401E+01	7,773E-02	
2,402E+01	5,494E-02	
2,402E+01	3,609E-02	
2,403E+01	2,525E-02	
2,404E+01	5,782E-02	
2,404E+01	2,574E-02	
2,405E+01	9,776E-02	
2,405E+01	5,821E-02	
2,406E+01	6,052E-02	
2,407E+01	3,265E-02	
2,407E+01	4,902E-02	
2,408E+01	2,412E-02	
2,408E+01	4,763E-02	
2,409E+01	4,541E-02	
2,410E+01	9,499E-02	
2,410E+01	6,655E-02	
2,411E+01	3,932E-02	
2,411E+01	6,089E-02	
2,412E+01	4,621E-02	
2,413E+01	3,512E-02	
2,413E+01	2,903E-02	
2,414E+01	3,864E-02	
2,415E+01	6,965E-02	
2,415E+01	6,025E-02	
2,416E+01	7,328E-02	
2,416E+01	6,018E-02	
2,417E+01	4,186E-02	
2,418E+01	3,771E-02	
2,418E+01	8,542E-02	
2,419E+01	6,951E-02	
2,419E+01	8,701E-02	
2,420E+01	4,259E-02	
2,421E+01	7,775E-02	
2,421E+01	5,461E-02	
2,422E+01	3,179E-02	
2,422E+01	6,228E-02	
2,423E+01	5,433E-02	
2,424E+01	1,965E-02	
2,424E+01	8,258E-02	
2,425E+01	6,249E-02	
2,426E+01	6,146E-02	
2,426E+01	8,098E-02	
2,427E+01	2,030E-02	
2,427E+01	3,896E-02	
2,428E+01	4,597E-02	
2,429E+01	8,031E-02	
2,429E+01	1,907E-02	
2,430E+01	3,185E-02	
2,430E+01	4,317E-02	
2,431E+01	5,455E-02	
2,432E+01	6,800E-02	
2,432E+01	5,050E-02	
2,433E+01	5,108E-02	
2,433E+01	6,774E-02	
2,434E+01	1,536E-02	
2,435E+01	8,857E-02	
2,435E+01	7,358E-02	
2,436E+01	6,624E-02	
2,437E+01	3,697E-02	
2,437E+01	6,513E-02	
2,438E+01	3,806E-02	
2,438E+01	6,373E-02	
2,439E+01	5,638E-02	
2,440E+01	5,355E-02	
2,440E+01	3,476E-02	
2,441E+01	4,736E-02	
2,441E+01	3,682E-02	
2,442E+01	2,285E-02	
2,443E+01	3,876E-02	
2,443E+01	2,069E-02	
2,444E+01	7,292E-02	
2,444E+01	3,268E-02	
2,445E+01	4,657E-02	
2,446E+01	3,297E-02	
2,446E+01	5,974E-02	
2,447E+01	7,771E-02	
2,448E+01	2,984E-02	
2,448E+01	2,325E-02	
2,449E+01	2,827E-02	
2,449E+01	6,065E-02	
2,450E+01	4,560E-02	
2,451E+01	6,584E-02	
2,451E+01	9,924E-02	
2,452E+01	2,118E-02	
2,452E+01	7,306E-02	
2,453E+01	2,706E-02	
2,454E+01	9,491E-02	
2,454E+01	4,906E-02	
2,455E+01	9,944E-03	
2,455E+01	4,995E-02	
2,456E+01	4,192E-02	
2,457E+01	2,841E-02	
2,457E+01	3,649E-02	
2,458E+01	4,160E-02	
2,458E+01	3,664E-02	
2,459E+01	2,995E-02	
2,460E+01	4,900E-02	
2,460E+01	6,808E-02	
2,461E+01	4,790E-02	
2,462E+01	7,652E-02	
2,462E+01	2,510E-02	
2,463E+01	1,152E-01	
2,463E+01	4,597E-02	
2,464E+01	3,629E-02	
2,465E+01	6,743E-02	
2,465E+01	2,482E-02	
2,466E+01	1,057E-01	
2,466E+01	7,565E-02	
2,467E+01	9,345E-02	
2,468E+01	7,674E-02	
2,468E+01	5,931E-02	
2,469E+01	1,333E-02	
2,469E+01	2,377E-02	
2,470E+01	3,225E-02	
2,471E+01	2,385E-02	
2,471E+01	4,049E-02	
2,472E+01	3,920E-02	
2,473E+01	2,906E-02	
2,473E+01	4,592E-02	
2,474E+01	4,582E-02	
2,474E+01	6,304E-02	
2,475E+01	1,025E-01	
2,476E+01	2,348E-02	
2,476E+01	6,115E-02	
2,477E+01	2,897E-02	
2,477E+01	7,492E-02	
2,478E+01	2,245E-02	
2,479E+01	5,729E-02	
2,479E+01	3,060E-02	
2,480E+01	5,692E-02	
2,480E+01	3,199E-02	
2,481E+01	7,786E-02	
2,482E+01	5,120E-02	
2,482E+01	5,318E-02	
2,483E+01	2,356E-03	
2,484E+01	2,421E-02	
2,484E+01	6,756E-02	
2,485E+01	6,586E-02	
2,485E+01	4,414E-02	
2,486E+01	7,104E-02	
2,487E+01	6,162E-02	
2,487E+01	1,325E-02	
2,488E+01	4,975E-02	
2,488E+01	8,040E-02	
2,489E+01	8,674E-02	
2,490E+01	5,179E-02	
2,490E+01	4,872E-02	
2,491E+01	8,338E-03	
2,491E+01	2,414E-02	
2,492E+01	3,806E-02	
2,493E+01	2,219E-02	
2,493E+01	9,741E-02	
2,494E+01	2,986E-02	
2,495E+01	3,314E-02	
2,495E+01	9,043E-02	
2,496E+01	2,322E-02	
2,496E+01	1,215E-01	
2,497E+01	2,492E-02	
2,498E+01	7,311E-02	
2,498E+01	1,294E-01	
2,499E+01	6,679E-02	
2,499E+01	3,676E-01	
